Lot_Area,Bldg_Type,House_Style,Overall_Cond,Year_Built,Roof_Style,Exter_Cond,Bsmt_Cond,Central_Air,Electrical,Bathroom,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bedroom_AbvGr,Kitchen_AbvGr,Fireplaces,Garage_Cars,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Fence,Year_Sold,Sale_Condition,Sale_Price
9000,OneFam,One_Story,Poor,1947,Gable,Typical,No_Basement,N,SBrkr,1,660,0,660,2,1,0,0,0,0,0,100,No_Fence,2009,Normal,63900
11250,OneFam,One_and_Half_Fin,Average,1957,Gable,Typical,Typical,Y,FuseA,2,1104,684,1788,5,1,2,1,304,120,0,0,No_Fence,2009,Normal,161500
25095,OneFam,One_Story,Very_Good,1968,Flat,Typical,Typical,Y,SBrkr,3,1473,0,1473,1,1,2,1,452,0,48,0,No_Fence,2009,Partial,143000
17140,OneFam,One_Story,Above_Average,1956,Gable,Typical,Typical,Y,FuseA,1,1229,0,1229,3,1,0,1,284,0,0,0,No_Fence,2009,Normal,135000
12342,OneFam,One_Story,Average,1940,Gable,Typical,Typical,Y,SBrkr,1,861,0,861,1,1,0,2,539,158,0,0,No_Fence,2009,Normal,82500
10708,OneFam,One_Story,Average,1955,Hip,Typical,Typical,Y,FuseA,2,1867,0,1867,2,1,3,1,303,476,0,0,Good_Wood,2009,Normal,190000
13680,OneFam,One_Story,Average,1955,Hip,Typical,No_Basement,Y,FuseA,2,1733,0,1733,4,1,1,2,452,0,0,0,No_Fence,2009,Normal,139600
15635,OneFam,One_Story,Average,1954,Gable,Typical,No_Basement,Y,SBrkr,1,1383,0,1383,2,1,0,2,498,0,0,90,No_Fence,2009,Normal,122000
9855,OneFam,One_Story,Average,1956,Hip,Typical,Typical,Y,SBrkr,1,1689,0,1689,3,1,1,2,480,0,0,0,Minimum_Privacy,2009,Normal,127500
9571,OneFam,One_Story,Average,1956,Hip,Typical,Typical,Y,FuseA,2,1073,0,1073,2,1,0,1,340,0,0,0,Good_Privacy,2009,Normal,121500
9571,OneFam,One_Story,Fair,1958,Gable,Fair,Fair,Y,FuseA,1,1276,0,1276,3,1,0,1,350,0,0,0,No_Fence,2009,Abnorml,60000
9350,OneFam,Two_Story,Good,1946,Hip,Typical,Typical,Y,SBrkr,1.5,892,747,1639,3,1,1,1,240,0,50,0,No_Fence,2009,Normal,154400
9340,OneFam,One_Story,Above_Average,1941,Hip,Typical,Typical,Y,SBrkr,2,672,0,672,2,1,0,1,234,0,113,0,No_Fence,2009,Normal,113000
7440,OneFam,One_Story,Above_Average,1954,Gable,Typical,Typical,Y,SBrkr,2,1089,0,1089,3,1,1,1,252,328,0,0,Minimum_Privacy,2009,Normal,125000
11500,OneFam,One_Story,Fair,1957,Gable,Good,No_Basement,N,SBrkr,1,845,0,845,3,1,0,1,290,186,0,0,No_Fence,2009,Normal,84000
4235,TwnhsE,One_Story,Average,1984,Gable,Typical,Typical,Y,SBrkr,3,1049,0,1049,2,1,0,1,266,0,105,0,No_Fence,2009,Normal,139500
11409,OneFam,One_and_Half_Fin,Below_Average,1949,Gable,Typical,Typical,Y,SBrkr,1.5,1148,568,1716,3,1,1,1,281,0,0,0,No_Fence,2009,Normal,131000
9060,OneFam,One_and_Half_Fin,Average,1939,Gable,Typical,Typical,Y,SBrkr,1,698,560,1258,2,1,0,1,280,0,0,0,Minimum_Privacy,2009,Normal,105000
9084,OneFam,Two_Story,Average,1940,Gable,Typical,Typical,Y,SBrkr,2,755,755,1510,4,1,1,1,296,120,0,0,Minimum_Privacy,2009,Normal,108000
10778,OneFam,SLvl,Above_Average,1990,Gable,Typical,Typical,Y,SBrkr,2.5,1061,0,1061,1,1,0,2,462,114,36,0,No_Fence,2009,Normal,162000
19255,OneFam,SLvl,Average,1983,Gable,Typical,Typical,Y,SBrkr,1.5,1338,0,1338,2,1,1,2,576,0,0,0,No_Fence,2009,Normal,156500
12327,OneFam,One_and_Half_Fin,Very_Good,1983,Gable,Typical,Typical,Y,SBrkr,2.5,1496,636,2132,1,1,1,2,612,349,40,0,No_Fence,2009,Normal,316600
14684,OneFam,One_Story,Good,1990,Hip,Typical,Typical,Y,SBrkr,2,2196,0,2196,3,1,1,3,701,84,70,0,No_Fence,2009,Normal,271900
9317,OneFam,Two_Story,Average,1993,Gable,Typical,Typical,Y,SBrkr,3.5,1006,769,1775,3,1,1,2,425,234,72,192,No_Fence,2009,Normal,213000
10560,OneFam,Two_Story,Average,1993,Gable,Good,Good,Y,SBrkr,3.5,1079,800,1879,3,1,1,2,473,400,100,144,Minimum_Privacy,2009,Normal,239900
9828,OneFam,Two_Story,Average,1995,Gable,Typical,Typical,Y,SBrkr,2.5,1142,878,2020,3,1,1,2,466,0,155,0,No_Fence,2009,Normal,239500
26400,OneFam,Two_Story,Good,1880,Gable,Typical,No_Basement,Y,SBrkr,1,1288,728,2016,4,1,1,2,576,0,0,0,No_Fence,2009,Normal,131000
7018,Duplex,One_Story,Average,1979,Gable,Fair,No_Basement,Y,SBrkr,2,1535,0,1535,4,2,0,2,410,0,0,0,No_Fence,2009,Alloca,118964
7018,Duplex,SFoyer,Average,1979,Gable,Typical,Typical,Y,SBrkr,3,1224,0,1224,2,2,2,2,528,120,0,0,No_Fence,2009,Alloca,153337
7018,Duplex,Two_Story,Average,1979,Gable,Typical,No_Basement,Y,SBrkr,2,1114,1114,2228,6,2,0,2,720,73,0,0,No_Fence,2009,Alloca,147983
7018,Duplex,One_Story,Average,1979,Gable,Typical,No_Basement,Y,SBrkr,2,1535,0,1535,4,2,0,2,400,0,0,0,Good_Privacy,2009,Alloca,118858
7018,Duplex,One_Story,Average,1979,Gable,Typical,No_Basement,Y,SBrkr,2,1535,0,1535,4,2,0,2,400,0,0,0,No_Fence,2009,Alloca,118858
7018,Duplex,Two_Story,Average,1979,Gable,Typical,No_Basement,Y,SBrkr,2,1120,1120,2240,6,2,0,2,528,154,0,0,No_Fence,2009,Alloca,142953
7040,Duplex,SFoyer,Average,1979,Gable,Typical,Typical,Y,SBrkr,3,1229,0,1229,2,2,2,2,672,120,0,0,No_Fence,2009,Alloca,148325
7007,Duplex,One_Story,Average,1979,Gable,Typical,No_Basement,Y,SBrkr,2,1513,0,1513,4,2,0,2,400,0,0,0,No_Fence,2009,Alloca,113722
11855,Duplex,Two_Story,Average,2000,Hip,Typical,Typical,Y,SBrkr,7,1168,1619,2787,6,2,2,4,820,312,0,0,No_Fence,2009,Normal,269500
7939,Duplex,Two_Story,Average,2000,Hip,Typical,Typical,Y,SBrkr,7,1168,1619,2787,6,2,2,4,820,312,0,0,No_Fence,2009,Normal,269500
7976,Duplex,Two_Story,Average,2000,Hip,Typical,Typical,Y,SBrkr,7,1168,1619,2787,6,2,2,4,820,312,0,0,No_Fence,2009,Normal,269500
10933,OneFam,One_Story,Average,2009,Hip,Typical,Typical,Y,SBrkr,2.5,1680,0,1680,1,1,1,3,1138,185,24,0,No_Fence,2009,Partial,323262
10637,OneFam,One_Story,Average,2007,Hip,Typical,Typical,Y,SBrkr,3,1718,0,1718,3,1,1,3,826,208,44,0,No_Fence,2009,Normal,297000
10226,OneFam,One_Story,Average,2008,Gable,Typical,Typical,Y,SBrkr,3,1630,0,1630,3,1,1,3,860,172,42,0,No_Fence,2009,Normal,295493
10816,OneFam,One_Story,Average,2008,Gable,Typical,Typical,Y,SBrkr,3,1720,0,1720,3,1,1,3,846,208,104,0,No_Fence,2009,Normal,332000
9178,OneFam,One_Story,Average,2008,Gable,Typical,Typical,Y,SBrkr,2,1468,0,1468,3,1,1,3,904,192,142,0,No_Fence,2009,Normal,239900
10769,OneFam,Two_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,2.5,866,902,1768,3,1,0,2,578,144,105,0,No_Fence,2009,Normal,212000
11422,OneFam,One_Story,Average,2007,Hip,Typical,Typical,Y,SBrkr,3,1838,0,1838,3,1,2,2,524,154,222,0,No_Fence,2009,Normal,272500
11923,OneFam,One_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,2,1800,0,1800,2,1,0,2,702,288,136,0,No_Fence,2009,Normal,239000
8814,OneFam,One_Story,Average,2006,Gable,Typical,Typical,Y,SBrkr,3.5,1604,0,1604,3,1,1,2,660,123,110,0,No_Fence,2009,Abnorml,220000
6762,OneFam,One_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,3,1290,0,1290,2,1,1,2,662,168,0,0,No_Fence,2009,Normal,200000
10324,OneFam,One_Story,Average,2008,Gable,Typical,Typical,Y,SBrkr,3,1254,0,1254,2,1,0,3,810,168,92,0,No_Fence,2009,Normal,221800
7314,OneFam,One_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,3,1232,0,1232,2,1,0,2,632,132,0,0,No_Fence,2009,Normal,194500
11645,OneFam,One_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,2,1498,0,1498,3,1,1,3,844,144,98,0,No_Fence,2009,Normal,237000
11646,OneFam,Two_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,2.5,704,718,1422,3,1,1,2,440,36,28,0,No_Fence,2009,Normal,173000
12800,OneFam,SLvl,Average,1989,Gable,Typical,Typical,Y,SBrkr,3.5,1644,0,1644,2,1,1,2,569,80,0,0,No_Fence,2009,Normal,275000
16698,OneFam,Two_Story,Average,1992,Gable,Typical,Typical,Y,SBrkr,3.5,944,815,1759,3,1,1,2,525,150,193,0,No_Fence,2009,Normal,233500
28698,OneFam,Two_Story,Average,1967,Flat,Typical,Good,Y,SBrkr,3,1160,966,2126,3,1,0,2,538,486,0,0,No_Fence,2009,Abnorml,185000
12464,OneFam,One_Story,Average,1996,Gable,Good,Typical,Y,SBrkr,2,1040,0,1040,3,1,0,2,576,168,0,0,Good_Privacy,2009,Normal,152000
9757,OneFam,One_Story,Good,1994,Gable,Good,Typical,Y,SBrkr,2,990,0,990,3,1,0,1,440,66,0,0,No_Fence,2009,Normal,143000
15426,OneFam,Two_Story,Average,1997,Gable,Typical,Typical,Y,SBrkr,3.5,928,836,1764,3,1,0,2,470,276,99,0,Minimum_Privacy,2009,Normal,231500
10667,OneFam,Two_Story,Above_Average,1996,Gable,Typical,Typical,Y,SBrkr,3.5,827,834,1661,3,1,1,2,550,158,61,0,No_Fence,2009,Normal,212000
14753,OneFam,One_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,3,1463,0,1463,3,1,0,2,539,0,81,0,Good_Privacy,2009,Normal,207000
10859,OneFam,One_Story,Average,1994,Gable,Typical,Typical,Y,SBrkr,1.5,1097,0,1097,3,1,0,2,672,392,64,0,No_Fence,2009,Normal,145000
8072,OneFam,One_Story,Average,1994,Gable,Good,Good,Y,SBrkr,2,990,0,990,3,1,0,2,480,0,64,0,No_Fence,2009,Normal,138000
10400,OneFam,Two_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,2.5,866,913,1779,3,1,0,2,546,198,36,0,No_Fence,2009,Normal,197900
10335,OneFam,One_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,3,1501,0,1501,3,1,0,2,577,144,29,0,No_Fence,2009,Normal,204000
9017,OneFam,One_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,3,1431,0,1431,3,1,0,2,666,0,35,0,No_Fence,2009,Normal,192000
8750,OneFam,Two_Story,Average,1998,Gable,Typical,Typical,Y,SBrkr,3.5,928,844,1772,3,1,1,2,492,150,96,0,No_Fence,2009,Normal,200000
8935,OneFam,Two_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,2.5,831,829,1660,3,1,0,2,493,144,68,0,No_Fence,2009,Normal,195000
9808,OneFam,One_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,3,1573,0,1573,3,1,0,2,544,0,72,0,No_Fence,2009,Normal,227000
12420,OneFam,Two_Story,Average,2001,Gable,Typical,Typical,Y,SBrkr,3.5,944,896,1840,3,1,0,2,622,0,45,0,No_Fence,2009,Normal,230000
16285,OneFam,One_Story,Average,2001,Gable,Typical,Typical,Y,SBrkr,2,1430,0,1430,3,1,0,2,605,0,33,0,No_Fence,2009,Normal,187100
10739,OneFam,One_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,3,1444,0,1444,3,1,0,2,577,144,40,0,No_Fence,2009,Normal,203000
11166,OneFam,One_Story,Average,2001,Gable,Typical,Typical,Y,SBrkr,2,1492,0,1492,3,1,1,2,608,0,114,0,No_Fence,2009,Family,201000
8430,OneFam,One_Story,Average,1978,Gable,Typical,Typical,Y,SBrkr,2,1040,0,1040,3,1,0,0,0,0,0,0,No_Fence,2009,Normal,124000
16269,OneFam,One_Story,Average,1978,Gable,Typical,Typical,Y,SBrkr,1,907,0,907,3,1,0,1,343,72,0,0,Minimum_Privacy,2009,Normal,140000
6950,OneFam,One_Story,Good,1979,Gable,Typical,Typical,Y,SBrkr,2,914,0,914,2,1,0,2,444,0,0,0,No_Fence,2009,Normal,134900
8800,OneFam,One_Story,Good,1977,Gable,Typical,Typical,Y,SBrkr,2,1040,0,1040,3,1,0,2,484,0,0,0,No_Fence,2009,Normal,150500
7000,OneFam,One_Story,Very_Good,1978,Gable,Good,Typical,Y,SBrkr,2,864,0,864,3,1,0,1,336,0,0,0,Good_Wood,2009,Normal,136500
9286,OneFam,One_Story,Good,1977,Gable,Typical,Good,Y,SBrkr,1.5,1268,0,1268,3,1,0,1,252,173,0,0,No_Fence,2009,Normal,143500
15523,OneFam,One_Story,Above_Average,1972,Gable,Typical,Typical,Y,SBrkr,2,864,0,864,3,1,1,1,338,0,0,0,No_Fence,2009,Normal,133500
7200,OneFam,One_Story,Average,1972,Hip,Typical,Typical,Y,SBrkr,1,894,0,894,2,1,0,2,600,215,0,0,No_Fence,2009,Normal,123000
7200,OneFam,SFoyer,Very_Good,1972,Gable,Good,Typical,Y,SBrkr,1.5,768,0,768,2,1,0,1,396,192,0,0,Minimum_Privacy,2009,Normal,133900
8445,OneFam,SFoyer,Good,1972,Gable,Typical,Typical,Y,SBrkr,2,768,0,768,2,1,0,2,396,58,0,0,Minimum_Privacy,2009,Normal,133000
11664,OneFam,One_Story,Average,2002,Hip,Typical,Typical,Y,SBrkr,3,1611,0,1611,3,1,0,3,1231,262,93,0,No_Fence,2009,Normal,250000
12334,OneFam,Two_Story,Average,2003,Gable,Typical,Typical,Y,SBrkr,2.5,1068,1116,2184,4,1,1,2,570,192,132,0,No_Fence,2009,Normal,254750
11838,OneFam,One_Story,Average,2001,Hip,Typical,Typical,Y,SBrkr,2,1788,0,1788,3,1,1,2,522,202,151,0,No_Fence,2009,Normal,236500
11885,OneFam,Two_Story,Average,2001,Gable,Typical,Typical,Y,SBrkr,3.5,1299,573,1872,3,1,1,2,531,160,122,0,No_Fence,2009,Normal,261500
11050,OneFam,Two_Story,Average,2000,Hip,Typical,Typical,Y,SBrkr,3.5,1476,677,2153,3,1,2,3,736,253,142,0,No_Fence,2009,Normal,313000
8749,OneFam,Two_Story,Average,2002,Gable,Typical,Typical,Y,SBrkr,2.5,840,885,1725,3,1,0,2,550,0,48,0,No_Fence,2009,Normal,198500
11250,OneFam,Two_Story,Average,2001,Gable,Typical,Typical,Y,SBrkr,2.5,944,926,1870,3,1,0,2,608,256,43,0,No_Fence,2009,Normal,211000
15750,OneFam,One_Story,Average,1999,Gable,Typical,Typical,Y,SBrkr,3,1513,0,1513,2,1,1,2,521,135,34,0,No_Fence,2009,Normal,220000
11883,OneFam,One_Story,Average,1996,Hip,Typical,Typical,Y,SBrkr,3,1504,0,1504,3,1,1,2,478,115,66,0,No_Fence,2009,Normal,203000
12782,OneFam,One_Story,Average,2002,Hip,Typical,Typical,Y,SBrkr,3,1828,0,1828,3,1,1,2,523,194,144,0,No_Fence,2009,Normal,279500
8750,OneFam,One_Story,Average,1997,Gable,Typical,Typical,Y,SBrkr,3,1417,0,1417,3,1,1,2,511,60,0,0,No_Fence,2009,Normal,210000
9375,OneFam,Two_Story,Average,1997,Gable,Typical,Typical,Y,SBrkr,3.5,1057,977,2034,3,1,0,2,645,576,36,0,Good_Privacy,2009,Normal,219500
8750,OneFam,Two_Story,Average,1996,Gable,Typical,Typical,Y,SBrkr,2.5,909,807,1716,2,1,1,2,512,0,120,0,No_Fence,2009,Normal,191000
9100,OneFam,One_Story,Average,2001,Gable,Typical,Typical,Y,SBrkr,2,1212,0,1212,3,1,0,2,573,356,0,0,No_Fence,2009,Normal,178000
9750,OneFam,One_Story,Average,2000,Gable,Typical,Typical,Y,SBrkr,2,1630,0,1630,3,1,1,2,451,74,234,0,No_Fence,2009,Normal,213000
10200,OneFam,One_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,3,1602,0,1602,3,1,1,3,810,0,48,0,No_Fence,2009,Normal,293200
9313,OneFam,Two_Story,Average,2004,Gable,Typical,Typical,Y,SBrkr,2.5,864,864,1728,3,1,0,2,572,187,56,0,No_Fence,2009,Normal,190000
8487,OneFam,One_Story,Average,2004,Gable,Typical,Typical,Y,SBrkr,2,1500,0,1500,3,1,0,2,570,192,36,0,No_Fence,2009,Normal,190000
8633,OneFam,Two_Story,Average,2005,Gable,Typical,Typical,Y,SBrkr,3.5,738,738,1476,3,1,0,2,540,100,35,0,No_Fence,2009,Normal,173500
11069,OneFam,Two_Story,Average,2007,Gable,Typical,Typical,Y,SBrkr,2.5,608,788,1396,3,1,1,2,440,100,36,0,No_Fence,2009,Normal,170000
8777,OneFam,One_Story,Average,1949,Gable,Typical,No_Basement,Y,SBrkr,2,1126,0,1126,2,1,0,2,520,0,96,0,Minimum_Privacy,2009,Normal,108000
9937,OneFam,One_Story,Good,1964,Hip,Good,Typical,Y,SBrkr,2,1486,0,1486,3,1,0,2,480,0,0,0,Minimum_Privacy,2009,Normal,167000
8877,OneFam,One_Story,Above_Average,1938,Gable,Typical,Typical,Y,SBrkr,2,816,0,816,2,1,1,1,288,0,0,0,No_Fence,2009,Normal,100000
7301,OneFam,SFoyer,Average,2003,Gable,Typical,No_Basement,Y,SBrkr,3,495,1427,1922,4,1,1,2,672,0,0,177,No_Fence,2009,Normal,198500
7950,OneFam,Two_Story,Above_Average,1977,Hip,Typical,Typical,Y,SBrkr,1.5,698,728,1426,3,1,0,2,440,252,0,0,Minimum_Privacy,2009,Normal,159500
10682,OneFam,One_Story,Above_Average,1960,Gable,Typical,Typical,Y,SBrkr,2,1149,0,1149,3,1,0,1,544,0,240,0,Minimum_Privacy,2009,Normal,127000
7200,OneFam,SLvl,Above_Average,1976,Hip,Typical,Typical,Y,SBrkr,2,1125,0,1125,3,1,1,1,352,296,0,0,Good_Wood,2009,Abnorml,125000
13286,OneFam,One_Story,Average,2007,Hip,Typical,Typical,Y,SBrkr,3,1698,0,1698,3,1,1,3,768,327,64,0,No_Fence,2009,Normal,320000
9405,OneFam,One_Story,Excellent,1947,Hip,Excellent,Typical,Y,SBrkr,1.5,698,0,698,2,1,0,0,0,0,200,0,No_Fence,2009,Normal,118000
6410,OneFam,One_Story,Average,1959,Gable,Typical,Typical,Y,FuseA,1,876,0,876,3,1,0,1,320,0,0,0,Minimum_Privacy,2009,Normal,85000
11767,OneFam,One_Story,Average,1950,Gable,Typical,Typical,Y,FuseA,2,1368,0,1368,3,1,0,1,195,0,41,211,No_Fence,2009,Normal,120000
8405,OneFam,One_and_Half_Fin,Fair,1945,Gable,Typical,No_Basement,N,FuseF,2,1088,441,1529,4,1,0,1,240,92,0,185,No_Fence,2009,Normal,98000
4060,OneFam,One_Story,Very_Good,1922,Gable,Typical,Typical,Y,SBrkr,1,864,0,864,2,1,0,0,0,0,96,0,No_Fence,2009,Normal,99900
10206,OneFam,One_Story,Fair,1952,Flat,Typical,No_Basement,N,FuseF,1,944,0,944,2,1,0,2,528,0,0,0,No_Fence,2009,Normal,82000
10926,Duplex,One_Story,Average,1959,Hip,Typical,Typical,Y,SBrkr,2,1678,0,1678,6,2,0,0,0,0,0,0,No_Fence,2009,Normal,119900
11767,OneFam,One_Story,Average,1956,Hip,Typical,Typical,Y,SBrkr,1,1560,0,1560,2,1,1,1,313,0,0,0,No_Fence,2009,Normal,103500
8926,OneFam,One_Story,Fair,1956,Gable,Typical,Typical,Y,FuseA,1,960,0,960,3,1,0,1,288,64,0,0,Minimum_Privacy,2009,Abnorml,112000
12354,OneFam,One_and_Half_Fin,Very_Good,1920,Gable,Typical,Fair,Y,SBrkr,1,684,512,1196,3,1,0,2,528,0,46,0,Good_Privacy,2009,Normal,110000
8212,OneFam,One_and_Half_Fin,Above_Average,1941,Gable,Typical,Typical,Y,SBrkr,1,854,444,1298,3,1,2,1,256,84,0,0,No_Fence,2009,Normal,122000
10998,OneFam,One_and_Half_Fin,Average,1941,Gable,Typical,Typical,Y,SBrkr,2,984,620,1604,3,1,0,2,660,0,68,0,No_Fence,2009,Normal,117000
8400,OneFam,One_Story,Average,1920,Gable,Typical,Fair,N,FuseF,1,438,0,438,1,1,0,1,246,0,0,0,No_Fence,2009,Normal,60000
9900,OneFam,One_and_Half_Fin,Good,1940,Gable,Typical,Typical,Y,SBrkr,2,944,545,1489,3,1,1,1,240,335,0,0,Good_Wood,2009,Normal,139500
15863,OneFam,Two_and_Half_Fin,Fair,1920,Gable,Typical,Typical,Y,SBrkr,3.5,1687,998,3082,5,1,2,2,672,136,63,0,No_Fence,2009,Normal,197000
5707,OneFam,Two_Story,Above_Average,1935,Gable,Typical,Typical,Y,FuseF,1.5,647,595,1242,3,1,1,1,180,329,96,0,No_Fence,2009,Normal,105000
7804,OneFam,One_and_Half_Fin,Fair,1928,Gable,Typical,Typical,Y,SBrkr,3,1328,653,1981,4,1,2,2,576,431,44,0,Minimum_Privacy,2009,Normal,135000
8574,OneFam,One_Story,Very_Good,1916,Gable,Typical,Typical,Y,SBrkr,1,1232,0,1232,3,1,1,2,440,0,0,180,No_Fence,2009,Normal,147500
6171,OneFam,One_and_Half_Fin,Above_Average,1925,Gable,Typical,Typical,Y,SBrkr,2.5,1160,448,1608,3,1,1,1,216,147,16,0,Minimum_Privacy,2009,Normal,137450
7200,OneFam,Two_Story,Excellent,1936,Gable,Good,Good,Y,SBrkr,2,575,560,1135,3,1,0,2,576,256,0,0,Minimum_Privacy,2009,Normal,155000
7558,OneFam,One_and_Half_Fin,Above_Average,1928,Gable,Typical,Typical,Y,SBrkr,1.5,1172,741,1913,3,1,1,2,342,0,0,0,No_Fence,2009,Normal,177000
6292,OneFam,One_and_Half_Fin,Good,1928,Gable,Typical,Typical,Y,SBrkr,2.5,877,600,1477,3,1,1,1,216,0,50,0,No_Fence,2009,Normal,145000
7155,OneFam,Two_Story,Very_Good,1918,Gambrel,Typical,Fair,Y,SBrkr,1,628,600,1228,3,1,1,1,215,0,113,0,Minimum_Privacy,2009,Normal,137000
10918,OneFam,Two_Story,Excellent,1926,Gambrel,Typical,Typical,Y,SBrkr,1.5,1276,804,2080,3,1,2,1,282,0,0,0,Minimum_Privacy,2009,Normal,234000
13680,OneFam,One_and_Half_Fin,Above_Average,1940,Gable,Typical,Typical,Y,SBrkr,2.5,840,727,1567,2,1,2,2,440,0,21,150,Good_Privacy,2009,Normal,205000
7500,OneFam,Two_Story,Good,1942,Gable,Typical,Typical,Y,SBrkr,1,753,741,1494,3,1,2,1,213,0,0,0,No_Fence,2009,Normal,177500
9600,OneFam,One_and_Half_Fin,Good,1940,Gable,Good,Fair,Y,SBrkr,2.5,976,332,1308,2,1,2,1,256,0,70,0,No_Fence,2009,Normal,160000
14680,OneFam,One_Story,Below_Average,1960,Gable,Typical,Typical,Y,SBrkr,1,1273,0,1273,2,1,0,1,307,483,0,0,Minimum_Privacy,2009,Normal,155000
13360,OneFam,One_Story,Good,1921,Gable,Good,Typical,Y,SBrkr,2,964,0,964,2,1,0,2,432,0,0,44,No_Fence,2009,Normal,163500
7681,OneFam,One_and_Half_Fin,Above_Average,1921,Gable,Typical,Typical,Y,SBrkr,1.5,820,523,1343,3,1,1,1,186,192,0,102,No_Fence,2009,Normal,154900
8145,Duplex,Two_and_Half_Unf,Above_Average,1940,Gable,Typical,Typical,Y,SBrkr,2.5,1240,1240,2480,5,2,2,2,400,0,0,57,No_Fence,2009,Normal,205000
9100,OneFam,One_Story,Above_Average,1954,Gable,Good,Typical,Y,SBrkr,2,1112,0,1112,2,1,1,1,390,0,0,0,Minimum_Privacy,2009,Family,144800
12000,OneFam,Two_Story,Good,1941,Gable,Typical,Typical,Y,SBrkr,1.5,860,704,1564,3,1,1,1,234,0,0,0,No_Fence,2009,Normal,174500
13339,OneFam,One_Story,Above_Average,1960,Gable,Typical,Typical,Y,SBrkr,3,1561,0,1561,3,1,1,2,463,0,148,0,No_Fence,2009,Normal,193000
15600,OneFam,One_and_Half_Fin,Good,1949,Gable,Typical,Typical,N,SBrkr,3,986,537,1523,3,1,1,1,295,0,0,81,No_Fence,2009,Normal,158000
14000,OneFam,One_Story,Very_Good,1950,Gable,Good,Typical,Y,SBrkr,1.5,1152,0,1152,3,1,1,1,300,0,36,0,Good_Privacy,2009,Family,158500
17500,OneFam,One_Story,Average,1954,Gable,Typical,Typical,Y,SBrkr,2.5,1906,0,1906,3,1,2,2,576,0,201,0,No_Fence,2009,Normal,224000
13607,OneFam,SLvl,Above_Average,1986,Gable,Good,Typical,Y,SBrkr,3.5,1182,800,1982,3,1,1,2,501,400,112,0,No_Fence,2009,Normal,208000
17597,OneFam,One_Story,Excellent,1971,Hip,Good,Typical,Y,SBrkr,3,2365,0,2365,3,1,2,2,551,200,144,0,Good_Privacy,2009,Normal,315000
21695,OneFam,One_Story,Excellent,1988,Hip,Good,Typical,Y,SBrkr,3,1680,0,1680,3,1,1,2,540,292,44,0,No_Fence,2009,Normal,222000
10125,OneFam,Two_Story,Average,2000,Gable,Typical,Typical,Y,SBrkr,2.5,1040,1012,2052,3,1,1,3,642,210,91,0,No_Fence,2009,Normal,251000
12822,OneFam,One_and_Half_Fin,Average,2003,Gable,Typical,Typical,Y,SBrkr,2.5,1518,631,2149,1,1,1,2,670,168,43,0,No_Fence,2009,Abnorml,239686
12118,OneFam,One_Story,Average,2004,Hip,Typical,Typical,Y,SBrkr,2,1710,0,1710,3,1,1,2,550,100,48,0,No_Fence,2009,Normal,240000
12209,OneFam,Two_Story,Average,2001,Gable,Typical,Typical,Y,SBrkr,3.5,804,1157,1961,3,1,1,2,560,125,192,0,No_Fence,2009,Normal,215000
9750,OneFam,SFoyer,Above_Average,1977,Gable,Typical,Typical,Y,SBrkr,2,926,0,926,2,1,1,1,351,319,0,0,Minimum_Privacy,2009,Normal,156450
9360,OneFam,SFoyer,Good,1977,Gable,Typical,Typical,Y,SBrkr,2.5,1287,0,1287,2,1,2,2,541,302,39,0,Good_Wood,2009,Normal,173000
10125,Duplex,One_and_Half_Fin,Average,1977,Gable,Typical,No_Basement,Y,SBrkr,2,1302,432,1734,4,2,0,2,539,0,0,0,No_Fence,2009,Normal,126000
9947,OneFam,SLvl,Average,1990,Gable,Typical,Typical,Y,SBrkr,3,1217,0,1217,3,1,0,2,497,168,27,0,Good_Privacy,2009,Normal,173000
11070,OneFam,One_Story,Average,1991,Gable,Typical,Typical,Y,SBrkr,3,1595,0,1595,2,1,0,2,672,0,0,0,No_Fence,2009,Abnorml,152000
14375,OneFam,SLvl,Above_Average,1958,Gable,Typical,Typical,Y,FuseA,1.5,1344,0,1344,3,1,1,2,525,0,118,0,No_Fence,2009,Abnorml,137500
215245,OneFam,One_Story,Average,1965,Hip,Typical,Typical,Y,SBrkr,4,2036,0,2036,3,1,2,2,513,0,0,0,No_Fence,2009,Normal,375000
12898,OneFam,One_Story,Average,2007,Hip,Typical,Typical,Y,SBrkr,3,1620,0,1620,2,1,1,3,912,228,0,0,No_Fence,2009,Normal,315500
